Company,EMP_ID,Job Classification,Job Title,Region,Job Location,Division, Org/department of the employee,Division Revenue / year, Average tenure in the company, Total years of experience,Pay Grade, Total CTC ,Compa-ratio,Join year,Left year,Impact-Leaving,Reason-Leaving,Skill Level (out of 10), Input - avergage cost of rehire,Cost to train/year,Average courses/year, # of tickets/year, # of re-opens for a tickets/ year,customer satisfaction score ( out of 10),avg ticket complexity(out of 10),avg duration to close(hrs), Average score of positive feedback from customer sentiment (out of 10), Average score of negative feedback from customer sentiment (out of 10),Overall_Performance_Rating,Overall_Performance_Rating_Description,newtoposition,Manager,future_leader,Gender,Married,exit_interview_overallscore(out of 10),rehire?,left
Alphabet-Soup Research & Development,291841,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z12,"$48,000 ",0.78,2016,2018,High,Personal,7,7994,1224,1,109,67,4,6,1,7,5,1,Successful,No,No,No,M,NO,6,yes,0
Netflex R & D,412790,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z13,"$48,000 ",0.78,2016,2019,High,Personal,5,5887,1217,3,144,50,5,9,2,4,6,1,Successful,No,No,Yes,F,NO,3,Yes,1
Amazing R & D,115309,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z14,"$40,343 ",0.72,2012,2017,Low,Personal,5,5971,954,2,173,71,9,8,1,6,9,1,Successful,No,No,yes,F,NO,4,No,0
Nikey R & D ,448376,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z15,"$40,343 ",0.72,2014,2018,Med,Personal,6,5928,1050,2,155,57,9,6,1,5,4,2,Successful,No,No,No,F,NO,5,No,0
Alphabet-Soup Research & Development,319450,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z16,"$40,343 ",0.72,2013,2017,Med,Personal,6,7812,1210,2,114,74,4,8,2,5,9,2,Successful,Yes,No,No,F,NO,7,No,1
Netflex R & D,366319,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z17,"$40,343 ",0.72,2014,2017,Low,Personal,6,4780,901,1,147,75,5,4,1,6,4,2,Successful,yes,No,No,F,NO,2,No,0
Amazing R & D,622842,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z18,"$40,343 ",0.72,2015,2017,High,Personal,6,7589,1080,1,167,64,9,8,2,6,6,2,Successful,no,Yes,No,M,NO,4,No,1
Nikey R & D ,693881,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z19,"$40,343 ",0.72,2014,2017,High,Marriage,8,5340,887,2,120,64,4,9,1,9,5,2,Successful,yes,yes,No,M,NO,2,No,0
Alphabet-Soup Research & Development,731937,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z20,"$40,343 ",0.72,2014,2019,High, Resignation to Competitor,6,5458,1194,2,97,64,7,6,1,7,6,1,Successful,yes,No,Yes,M,NO,6,No,0
Netflex R & D,560466,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z21,"$40,343 ",0.72,2015,2018,High, Terminaton - School,5,6264,918,3,122,50,8,8,1,8,4,1,Successful,yes,No,yes,F,NO,6,No,1
Amazing R & D,264033,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z22,"$37,877 ",0.82,2014,2017,High,Personal,7,6500,1344,2,91,54,7,9,1,5,8,1,Successful,No,No,No,F,NO,4,yes,1
Nikey R & D ,328246,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z12,"$43,897 ",0.67,2016,2019,Low,Inv Elimination of Position,8,6861,1013,3,114,65,8,6,1,7,4,1,Successful,No,No,No,F,NO,3,Yes,0
Alphabet-Soup Research & Development,209174,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z12,"$39,996 ",0.67,2014,2019,Med,Compensation,5,7749,1212,2,121,63,5,9,2,7,8,1,Successful,No,No,No,F,NO,7,No,0
Netflex R & D,656460,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z13,"$39,000 ",0.78,2015,2018,Med,Compensation,6,5976,1161,2,155,69,6,4,1,4,6,1,Successful,No,No,No,F,NO,6,No,0
Amazing R & D,460487,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z14,"$39,000 ",0.78,2015,2018,Low,Compensation,8,5017,1271,2,160,71,5,6,1,8,9,5,Successful,No,Yes,No,M,YES,7,No,1
Nikey R & D ,544255,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z15,"$48,000 ",0.78,2014,2018,High,Compensation,8,4570,944,1,159,75,7,6,2,6,7,5,Successful,No,yes,No,M,YES,4,No,1
Alphabet-Soup Research & Development,510391,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z16,"$48,000 ",0.78,2013,2018,High,Compensation,6,7826,1324,1,142,75,9,6,2,8,7,5,Insufficient,No,No,Yes,M,NO,5,No,1
Netflex R & D,472627,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z17,"$48,000 ",0.78,2014,2018,High, Resignation to Competitor,7,7077,1208,3,181,65,8,7,1,4,6,5,Insufficient,No,No,yes,F,NO,7,No,0
Amazing R & D,725104,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z18,"$48,000 ",0.78,2017,2019,High, Resignation to Competitor,8,5792,1062,1,162,70,6,4,2,4,5,5,Insufficient,Yes,No,No,F,NO,7,No,1
Nikey R & D ,351710,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z19,"$48,000 ",0.78,2016,2018,High, Resignation to Competitor,8,4695,941,3,169,75,4,4,2,5,8,5,Insufficient,yes,No,No,F,NO,3,No,0
Alphabet-Soup Research & Development,481739,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z20,"$48,000 ",0.78,2017,2019,Low, Resignation to Competitor,6,6304,1245,1,143,63,4,7,2,4,8,5,Insufficient,no,No,No,F,NO,2,yes,1
Netflex R & D,772944,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z21,"$48,000 ",0.78,2016,2018,Med, Resignation to Competitor,6,4434,979,3,155,61,6,9,2,9,9,5,Insufficient,yes,No,No,F,NO,4,Yes,1
Amazing R & D,707034,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z22,"$48,000 ",0.78,2015,2017,Med, Resignation to Competitor,5,5618,977,2,89,64,8,8,1,9,7,5,Insufficient,yes,Yes,No,M,NO,4,No,1
Nikey R & D ,450708,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z12,"$48,000 ",0.78,2016,2018,Low, Resignation to Competitor,6,4704,993,3,170,72,6,4,2,5,6,5,Insufficient,yes,yes,Yes,M,NO,2,No,0
Alphabet-Soup Research & Development,547304,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z12,"$48,000 ",0.78,2016,2018,High, Resignation to Competitor,5,4941,962,2,139,63,6,5,2,4,4,5,Insufficient,No,No,yes,M,NO,5,No,1
Netflex R & D,571350,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z13,"$48,000 ",0.78,2014,2019,High,Personal,5,4778,1387,3,152,78,9,6,1,6,5,3,Insufficient,No,No,No,F,NO,5,No,0
Amazing R & D,526647,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z14,"$48,000 ",0.78,2016,2018,High,Personal,8,4907,1189,2,127,58,5,9,2,7,6,3,Insufficient,No,No,No,F,NO,5,No,1
Nikey R & D ,589386,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z15,"$48,000 ",0.78,2015,2019,High,Personal,7,7769,964,1,159,80,9,6,2,4,5,3,Insufficient,No,No,No,F,NO,3,No,0
Alphabet-Soup Research & Development,118290,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z16,"$48,000 ",0.78,2014,2018,High,Personal,7,5682,1442,1,104,72,9,8,1,4,6,3,Outstanding,No,No,No,F,NO,4,No,0
Netflex R & D,399582,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z17,"$48,000 ",0.78,2012,2017,Low,Personal,8,8230,1022,3,161,61,7,7,1,8,9,3,Outstanding,No,No,No,F,NO,7,No,1
Amazing R & D,468964,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z18,"$48,000 ",0.78,2015,2018,Med,Personal,8,4911,1022,1,108,72,7,6,1,8,8,3,Successful,No,Yes,No,M,NO,6,yes,0
Nikey R & D ,317658,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z19,"$40,343 ",0.72,2015,2017,Med,Personal,5,6985,1381,3,136,63,4,8,1,9,8,3,Successful,No,yes,Yes,M,NO,7,Yes,0
Alphabet-Soup Research & Development,160482,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z20,"$40,343 ",0.72,2014,2017,Low,Marriage,6,7209,1103,1,92,52,4,7,1,9,9,3,Insufficient,Yes,No,yes,M,NO,5,No,1
Netflex R & D,430759,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z21,"$40,343 ",0.72,2014,2017,High, Resignation to Competitor,5,6830,1192,1,144,71,5,5,2,9,6,3,Successful,yes,No,No,F,NO,2,No,1
Amazing R & D,146589,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z22,"$40,343 ",0.72,2014,2019,High, Terminaton - School,7,7688,1227,1,125,65,6,8,2,5,4,3,Successful,no,No,No,F,NO,5,No,1
Nikey R & D ,270189,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z12,"$40,343 ",0.72,2015,2019,High,Personal,6,8022,1054,3,168,71,5,9,1,4,5,3,Successful,yes,No,No,F,NO,5,No,0
Alphabet-Soup Research & Development,645062,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z12,"$40,343 ",0.72,2017,2019,High,Inv Elimination of Position,8,7059,949,1,108,78,9,5,2,7,7,3,Successful,yes,No,No,F,NO,3,No,0
Netflex R & D,244240,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z13,"$40,343 ",0.72,2013,2017,High,Compensation,5,6258,1014,2,108,73,9,7,1,8,8,3,Successful,yes,No,No,F,NO,2,No,1
Amazing R & D,136189,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z14,"$40,343 ",0.72,2014,2018,Low,Compensation,5,6994,1204,3,153,63,6,7,1,7,8,3,Successful,No,Yes,Yes,M,YES,6,No,0
Nikey R & D ,280256,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z15,"$37,877 ",0.82,2013,2018,Med,Compensation,6,5342,945,3,120,68,4,4,2,5,9,3,Successful,No,yes,yes,M,YES,4,No,1
Alphabet-Soup Research & Development,477303,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z16,"$43,897 ",0.67,2014,2018,Med,Compensation,5,6474,981,1,163,61,4,6,2,9,9,3,Successful,No,No,No,M,NO,6,yes,0
Netflex R & D,225574,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z17,"$39,996 ",0.67,2013,2017,Low,Compensation,5,6335,1038,3,134,64,6,7,1,5,9,3,Successful,No,No,No,F,NO,3,Yes,1
Amazing R & D,545911,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z18,"$39,000 ",0.78,2015,2019,High, Resignation to Competitor,8,8365,979,3,128,59,9,4,1,7,5,3,Successful,No,No,No,F,NO,2,No,0
Nikey R & D ,788674,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z19,"$39,000 ",0.78,2015,2018,High, Resignation to Competitor,6,7815,1354,2,168,50,5,7,1,6,4,3,Successful,No,No,No,F,NO,6,No,0
Alphabet-Soup Research & Development,481605,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z20,"$48,000 ",0.78,2013,2018,High, Resignation to Competitor,8,5937,894,2,121,71,9,4,1,4,7,3,Successful,No,No,No,F,NO,7,No,0
Netflex R & D,189790,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z21,"$48,000 ",0.78,2015,2017,High, Resignation to Competitor,6,6463,973,1,82,66,7,4,2,7,7,3,Successful,No,No,No,F,NO,5,No,1
Amazing R & D,156021,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z22,"$48,000 ",0.78,2016,2018,High, Resignation to Competitor,7,7280,1259,1,140,56,8,5,2,5,6,3,Successful,Yes,Yes,Yes,M,NO,3,No,0
Nikey R & D ,312034,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z12,"$48,000 ",0.78,2016,2018,Low, Resignation to Competitor,6,7440,1240,1,91,55,4,7,1,4,8,3,Successful,yes,yes,yes,M,NO,5,No,0
Alphabet-Soup Research & Development,418833,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z12,"$48,000 ",0.78,2015,2019,Med, Resignation to Competitor,5,6454,971,2,88,77,5,5,1,5,6,3,Successful,no,No,No,M,NO,2,No,0
Netflex R & D,107872,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z13,"$48,000 ",0.78,2015,2019,Med, Resignation to Competitor,7,6092,1267,1,97,80,6,5,1,5,7,1,Insufficient,yes,No,No,F,NO,4,No,1
Amazing R & D,431923,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z14,"$48,000 ",0.78,2014,2017,Low,Personal,8,7376,1427,1,113,51,6,9,2,5,5,1,Insufficient,yes,No,No,F,NO,2,yes,0
Nikey R & D ,275386,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z15,"$48,000 ",0.78,2015,2019,High,Personal,7,5682,870,2,84,55,5,5,1,6,9,1,Insufficient,yes,No,No,F,NO,4,Yes,0
Alphabet-Soup Research & Development,394602,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,1,Z1-Z16,"$48,000 ",0.78,2016,2019,High,Personal,5,6264,1340,3,163,73,8,6,1,4,6,1,Insufficient,No,No,No,F,NO,7,No,1
Netflex R & D,250798,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z17,"$48,000 ",0.78,2013,2018,High,Personal,6,4617,949,1,103,70,8,4,1,4,6,1,Insufficient,No,No,Yes,F,NO,5,No,0
Amazing R & D,469324,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z18,"$48,000 ",0.78,2015,2017,High,Personal,7,6532,1338,1,106,52,8,5,2,7,7,1,Insufficient,No,Yes,yes,M,NO,3,No,1
Nikey R & D ,573582,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z19,"$48,000 ",0.78,2015,2019,High,Personal,6,5427,990,2,162,75,5,4,1,6,9,1,Insufficient,No,yes,No,M,NO,5,No,0
Alphabet-Soup Research & Development,268758,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z20,"$48,000 ",0.78,2016,2018,Low,Personal,6,6308,933,3,168,64,9,6,2,9,6,1,Insufficient,No,No,No,M,NO,5,No,1
Netflex R & D,300424,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z21,"$48,000 ",0.78,2013,2017,Med,Marriage,7,6032,1183,3,185,64,4,6,2,4,4,3,Insufficient,No,No,No,F,NO,5,No,0
Amazing R & D,210072,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z22,"$48,000 ",0.78,2013,2017,Med, Resignation to Competitor,6,6450,1199,3,175,77,9,6,1,6,4,1,Insufficient,No,No,No,F,NO,7,No,0
Nikey R & D ,502701,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z12,"$48,000 ",0.78,2013,2018,Low, Terminaton - School,7,4916,1189,3,156,62,6,5,1,4,8,3,Insufficient,No,No,No,F,NO,3,No,1
Alphabet-Soup Research & Development,756775,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,4,Z1-Z12,"$40,343 ",0.72,2015,2019,High,Personal,8,5912,1290,3,98,66,9,7,2,5,9,3,Insufficient,Yes,No,No,F,NO,5,yes,1
Netflex R & D,381504,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z13,"$40,343 ",0.72,2013,2018,High,Inv Elimination of Position,5,8073,1339,2,189,63,5,9,1,6,7,1,Outstanding,yes,No,Yes,F,NO,5,Yes,0
Amazing R & D,401813,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z14,"$40,343 ",0.72,2014,2019,High,Compensation,7,8298,1024,2,140,61,5,8,1,8,4,3,Outstanding,no,Yes,yes,M,YES,7,No,1
Nikey R & D ,487228,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z15,"$40,343 ",0.72,2017,2019,High,Compensation,5,7960,1047,2,126,58,8,7,1,9,8,3,Successful,yes,yes,No,M,YES,5,No,0
Alphabet-Soup Research & Development,673562,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z16,"$40,343 ",0.72,2015,2019,High,Compensation,5,5862,1361,3,84,54,7,8,1,6,6,3,Successful,yes,No,No,M,NO,3,No,1
Netflex R & D,521669,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",3,3,Z1-Z17,"$40,343 ",0.72,2016,2019,Low,Compensation,6,7370,1372,2,82,77,4,7,2,9,6,1,Insufficient,yes,No,No,F,NO,4,No,0
Amazing R & D,261107,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z18,"$40,343 ",0.72,2016,2018,Med,Compensation,5,5934,990,2,173,76,4,6,2,7,7,3,Successful,No,No,No,F,NO,3,No,1
Nikey R & D ,696533,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z19,"$40,343 ",0.72,2015,2017,Med, Resignation to Competitor,8,6463,1080,1,176,71,7,8,2,9,4,1,Successful,No,No,No,F,NO,2,No,1
Alphabet-Soup Research & Development,492993,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z20,"$37,877 ",0.82,2013,2017,Low, Resignation to Competitor,8,5649,1239,1,127,71,6,8,1,4,4,1,Successful,No,No,Yes,F,NO,3,No,0
Netflex R & D,238264,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z21,"$43,897 ",0.67,2015,2019,High, Resignation to Competitor,7,6202,1396,2,151,78,7,5,2,6,4,1,Successful,No,No,yes,F,NO,2,No,1
Amazing R & D,122990,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,1,Z1-Z22,"$39,996 ",0.67,2013,2018,High, Resignation to Competitor,5,5363,1128,1,160,80,6,5,1,9,4,1,Successful,No,Yes,No,M,NO,7,yes,1
Nikey R & D ,132045,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z12,"$39,000 ",0.78,2017,2019,High, Resignation to Competitor,6,7953,1030,3,148,60,5,5,2,6,7,1,Successful,No,yes,No,M,NO,2,Yes,0
Alphabet-Soup Research & Development,646153,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z12,"$39,000 ",0.78,2016,2018,High, Resignation to Competitor,6,7578,1396,3,153,51,8,8,1,4,7,1,Successful,No,No,No,M,NO,3,No,1
Netflex R & D,763346,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z13,"$48,000 ",0.78,2013,2017,High, Resignation to Competitor,5,5027,1002,3,82,71,9,9,1,6,9,1,Successful,No,No,No,F,NO,3,No,0
Amazing R & D,743746,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z14,"$48,000 ",0.78,2015,2018,Low, Resignation to Competitor,6,4410,1209,1,155,63,5,5,1,5,8,1,Successful,Yes,No,No,F,NO,4,No,1
Nikey R & D ,770026,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,4,Z1-Z15,"$48,000 ",0.78,2017,2019,Med,Personal,8,4752,1449,3,94,65,9,6,1,8,7,1,Successful,yes,No,No,F,NO,6,No,1
Alphabet-Soup Research & Development,708710,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,3,Z1-Z16,"$48,000 ",0.78,2013,2018,Med,Personal,6,4708,892,1,169,71,4,8,2,6,5,1,Successful,no,No,Yes,F,NO,7,No,0
Netflex R & D,510569,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z17,"$48,000 ",0.78,2013,2018,Low,Personal,5,6005,872,1,183,63,8,5,1,9,7,1,Successful,yes,No,yes,F,NO,2,No,1
Amazing R & D,310810,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z18,"$48,000 ",0.78,2013,2018,High,Personal,7,5205,1270,1,105,61,5,7,1,4,9,1,Successful,yes,Yes,No,M,NO,6,No,1
Nikey R & D ,574412,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z19,"$48,000 ",0.78,2016,2018,High,Personal,7,4577,1441,2,131,50,4,6,2,9,7,1,Successful,yes,yes,No,M,NO,5,No,0
Alphabet-Soup Research & Development,202051,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z20,"$48,000 ",0.78,2014,2018,High,Personal,6,6561,1414,3,152,61,9,6,2,9,6,1,Successful,No,No,No,M,NO,6,yes,1
Netflex R & D,390491,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z21,"$48,000 ",0.78,2012,2017,High,Personal,6,6028,1284,3,103,52,9,9,2,4,7,3,Successful,No,No,No,F,NO,2,Yes,1
Amazing R & D,294452,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",2,3,Z1-Z22,"$48,000 ",0.78,2015,2017,High,Marriage,6,5063,1431,3,103,76,8,7,1,5,5,3,Insufficient,No,No,No,F,NO,7,No,0
Nikey R & D ,557662,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",3,2,Z1-Z12,"$48,000 ",0.78,2014,2017,Low, Resignation to Competitor,6,8132,1226,1,122,74,5,8,1,4,8,3,Insufficient,No,No,Yes,F,NO,5,No,0
Alphabet-Soup Research & Development,507581,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",5,2,Z1-Z12,"$48,000 ",0.78,2014,2019,Med, Terminaton - School,8,7219,1224,2,131,78,4,4,1,5,5,3,Insufficient,No,No,yes,F,NO,4,No,0
Netflex R & D,244717,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z13,"$48,000 ",0.78,2016,2018,Med,Personal,5,5342,1398,1,106,74,4,5,1,5,6,3,Insufficient,No,No,No,F,NO,3,No,0
Amazing R & D,140069,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,2,Z1-Z14,"$48,000 ",0.78,2014,2018,Low,Inv Elimination of Position,7,4862,1214,2,130,64,4,5,1,4,7,3,Insufficient,No,Yes,No,M,YES,4,No,0
Nikey R & D ,633369,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z15,"$48,000 ",0.78,2014,2018,High,Compensation,5,7555,1015,2,186,60,5,6,2,9,5,3,Insufficient,No,yes,No,M,YES,2,No,0
Alphabet-Soup Research & Development,231139,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",3,4,Z1-Z16,"$48,000 ",0.78,2015,2018,High,Compensation,7,7555,1034,3,134,51,4,6,1,4,7,3,Insufficient,Yes,No,No,M,NO,4,No,0
Netflex R & D,673100,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",5,4,Z1-Z17,"$40,343 ",0.72,2014,2019,High,Compensation,7,8447,1006,2,85,68,9,6,1,9,4,3,Insufficient,yes,No,No,F,NO,4,No,1
Amazing R & D,391173,Support,Helpdesk Associate,NA,Oregon,Support,Mobile Tech Support,"$20,000,000 ",4,3,Z1-Z18,"$40,343 ",0.72,2015,2019,High,Compensation,6,4611,964,1,125,55,6,8,2,7,5,3,Insufficient,no,No,No,F,NO,4,yes,0
Nikey R & D ,498090,Tech Support,Tech Expert,NA,Cleveland,Support,Mobile Tech Support,"$20,000,000 ",2,2,Z1-Z19,"$40,343 ",0.72,2016,2018,High,Compensation,7,7484,1006,1,185,72,8,6,2,9,7,3,Insufficient,yes,No,Yes,F,NO,3,Yes,1
Alphabet-Soup Research & Development,775511,SOS Support,Helpdesk Manager,NA,New York,Support,Mobile Tech Support,"$20,000,000 ",2,1,Z1-Z20,"$40,343 ",0.72,2016,2018,Low, Resignation to Competitor,7,7551,1366,2,189,74,6,5,1,7,7,3,Insufficient,yes,No,yes,F,NO,7,No,0
Netflex R & D,174877,Management,Tech Manager,NA,Reston,Support,Mobile Tech Support,"$20,000,000 ",4,1,Z1-Z21,"$40,343 ",0.72,2014,2018,Med, Resignation to Competitor,8,4435,935,1,144,57,5,4,2,7,7,1,Insufficient,yes,No,No,F,NO,5,No,1
